sentence1	sentence2	gold_label
Ratnasimha (IAST: Ratna-Siṃha, r. c. 1302-1303 CE) was a ruler of the Medapata (Mewar) kingdom in present-day Rajasthan, India. He belonged to the Rawal branch of the Guhila dynasty, which ruled from the Chitrakuta fort (modern Chittorgarh). The last ruler of this branch, he was defeated by Alauddin Khalji in 1303 CE.	Ratnasimha was defeated in 1303 CE	entailment
Norge<br>A year after my boyfriend was killed, I met another man. He was ten years older than me, and from Norway. We got along very well. We ended up getting married. I left him a few years later after he cheated on me.	Her boyfriend was from Norway.	contradiction
More sometimes than people in foreign countries. And we need to do something about that. Not with the measure that leaves the majority of them without any real basic help until the next president's term of four years is over. But right away. And that means doing it under the Medicare program.	The president's term will be more than seven years long.	contradiction
Now, it's very important for our citizens to also know that I don't believe we ought to have amnesty. I don't think we ought to reward illegal behavior. There are plenty of people standing in line to become a citizen. And we ought not to crowd these people ahead of them in line.	The person does not want illegals to become citizens	entailment
Book Fix<br>Isabella ripped her book. She needed tape to fix it. She asked her dad for some tape. Her dad fixed her book for her. Isabella was able to read her book again.	her book was made of steel	contradiction
Terry gets dumped<br>Terry is dating a model. Terry is loving life. One day Terry gets a call. His girlfriend tells him he isn't good enough for her. Terry gets dumped by the model.	Terry can no longer say he is dating a model	entailment
Ratnasimha (IAST: Ratna-Siṃha, r. c. 1302-1303 CE) was a ruler of the Medapata (Mewar) kingdom in present-day Rajasthan, India. He belonged to the Rawal branch of the Guhila dynasty, which ruled from the Chitrakuta fort (modern Chittorgarh). The last ruler of this branch, he was defeated by Alauddin Khalji in 1303 CE.	Ratnasimha ruled in 5th century A.D.	contradiction
How to retain customers<br>Learn what your customers want. If you want customers to return to your business again and again, it's important that you learn to read your customer base and understand what you offer the market. Why would people choose your place of business over others? Customers return to businesses for one, and hopefully more, of three basic reasons : [substeps] The perception that your business offers a deal.	it is important to understand what you offer the market	entailment
A woman who was shot Saturday night in Bridgeport has died. Officials said 26-year-old Elianna Cruz was shot in the head while in the area of 1001 East Main Street on Saturday night. She passed away on Wednesday afternoon. The shooting remains under investigation and anyone with information should contact police at 203-576-TIPS (8477). Copyright 2017 WFSB (Meredith Corporation). All rights reserved.	She died from a chest injury	contradiction
FRANKFURT, Oct 2 (Reuters) - Allianz extended the contract of Chief Executive Michael Diekmann by less than expected on Thursday, saying it would appoint Oliver Baete as the new chief of Europe’s largest insurer from May 7 next year. Diekmann’s current contract was due to expire in December, when he will also have turned 60, the traditional retirement age for top executives at the insurer but investors widely expected him to stay in his role for a further one to two years.	Michael Diekmann is out of a job	contradiction
How to choose an air purifier<br>Deep-clean your living space. If there's dust lurking in your living space, it will make your need for an air purifier seem more dire than it actually is. Vacuum regularly, including furniture, and check your heating vents for lint and dust.	it will make your need for a smell purifier seem more dire than it actually is. Vacuum regularly, including furniture, and check your heating vents for lint and dust	contradiction
