sentence1	sentence2	gold_label
The Hamas-Jund Ansar Allah clash was a battle, fought between the police forces of the Islamist group Hamas controlling Gaza, and the radical Islamist group Jund Ansar Allah. The fighting began on 14 August 2009 and concluded the next day. In total, 24 people were killed in the fighting, including six Hamas police officers and an 11-year-old girl, and a further 150 were wounded.	The Hamas-Jund Ansar Allah was a battle between police and radicals	entailment
"Murder Rock (Italian: Murderock - uccide a passo di danza; also known as Murder-Rock: Dancing Death, Slashdance and The Demon Is Loose!) is a 1984 Italian giallo film starring Olga Karlatos and Ray Lovelock, and written and directed by Lucio Fulci. Fulci recalled the producer forced him to turn the film into a musical with the music of Keith Emerson due to the success of ""Flashdance""."	Murder Rock was released in 1985	contradiction
The Big 12 Conference is a ten-school collegiate athletic conference headquartered in Irving, Texas. It is a member of the NCAA's Division I for all sports; its football teams compete in the Football Bowl Subdivision (FBS; formerly Division I-A), the higher of two levels of NCAA Division I football competition. Member schools are located in Iowa, Kansas, Oklahoma, Texas, and West Virginia.	In the Big 12 Conference there are ten teams	entailment
Capital Place Office Tower is a skyscraper at Jalan Jenderal Gatot Subroto in South Jakarta, Indonesia. The tower is part of Capital Place complex, which also occupies by Four Seasons Hotel . The office tower is a 215.1 meter tall, has 48 floors above & 6 floors below the ground.	the Four Seasons Hotel in South Jakarta, Indonesia has at least 48 floors 	entailment
"Vampire Vs Vampire (一眉道人) is a 1989 Hong Kong comedy horror film directed by and starring Lam Ching-ying. The title references the interaction in the film between a jiangshi child, a creature from Chinese ""hopping"" corpse fiction, and a British vampire based on Western vampire fiction."	Vampire Vs Vampire is a 1988 fil	contradiction
Wonder Woman is a never-aired television pilot produced by Warner Bros. Television and DC Entertainment for NBC, based on the DC Comics character of the same name. David E. Kelley wrote the pilot, which was directed by Jeffrey Reiner. Adrianne Palicki starred as the main character.	The never-aired television pilot Wonder Woman can be seen on streaming sites.	neutral
"Jenni Falconer (born 12 February 1976) is a Scottish radio and television presenter best known for her roles on the ITV daytime show ""This Morning"", where she is a regular travel reporter. Falconer was a regular presenter of the National Lottery Draws on BBC One."	Jenni Falconer has been on BBC One once	contradiction
Robert Mehrabian (born July 31, 1941, in Tehran, Iran) is an Iranian-American materials scientist and the Chair, President, and Chief Executive Officer of Teledyne Technologies Incorporated. During the 1990s he served as the seventh President of Carnegie Mellon University in Pittsburgh, Pennsylvania, United States.	Teledyne appointed Mehrabian to Chief Executive Officer on July 31. 	neutral
Joseph Eppele (born August 12, 1987) is a professional Canadian football offensive lineman for the Ottawa Redblacks of the Canadian Football League. He was drafted second overall by the Toronto Argonauts in the 2010 CFL Draft, being the first offensive lineman taken while being ranked fifth overall by the CFL's Amateur Scouting Bureau. He played college football for the Washington State Cougars.	Joseph Eppele  could have played in the NFL	neutral
Alexander Ivanovich Bastrykin (Russian: Алекса́ндр Ива́нович Бастры́кин , born August 27, 1953 in Pskov) is a Russian official, former First Deputy Prosecutor General of Russia, and former Chairman of The Investigative Committee of the Prosecutor General's Office. Since January 15, 2011, he is the Head of The Investigative Committee of Russia.	Foreign-language characters are present in this context.	entailment
"The Overwatch World Cup 2017 is an ""Overwatch"" eSports tournament, organized by Blizzard Entertainment, the game's developer. It features 32 represented nations from around the world, with the final tournament taking place at the Anaheim Convention Center from November 3-4, 2017."	The Overwatch World Cup takes place every year at the Anaheim Convention Center from November 3-4	neutral
"Friday: The Animated Series was a short-lived animated television series based on the ""Friday"" film series. The show is directed by Kevin Lofton and is co-produced and co-distributed by New Line Television, a subsidiary of New Line Cinema (the distributors of the ""Friday"" movies), MTV2, and Ice Cube's Cubevision. The series only lasted for 8 episodes."	Friday: The Animated Series had a short life on TV.	entailment
Angus Scott (16 August 1927 – 16 March 1990) was a British track and field athlete who competed in sprinting events. He represented Great Britain at the 1952 Summer Olympics. He was affiliated with the Achilles Club. He was part of the winning British 4×400 metres relay team at the 1950 European Athletics Championships.	Angus Scott (16 August 1927 – 16 March 1991) was a British track and field athlete who competed in sprinting events.	contradiction
How Murray Saved Christmas is a 2014 animated musical television special, directed by Peter Avanzino and written by Mike Reiss. The voice actors include Jerry Stiller, Sean Hayes, Kevin Michael Richardson, Jason Alexander, John Ratzenberger and Dennis Haysbert.	both Jerry Stiller and Sean Hayes enjoy christmas	neutral
"Sanation (Polish: ""Sanacja"" , ] ) was a Polish political movement that was created in the interwar period, prior to Józef Piłsudski's May 1926 ""Coup d'État"", and came to power in the wake of that coup. In 1928 its political activists would go on to form the Nonpartisan Bloc for Cooperation with the Government (""""BBWR"""")."	Sanation was created after 1918	entailment
"White Fang 2: Myth of the White Wolf is a 1994 American Northern adventure film directed by Ken Olin. A sequel to the 1991 ""White Fang"", it stars Scott Bairstow, Alfred Molina, and Geoffrey Lewis. Filming took place in Aspen, Colorado and Vancouver, British Columbia. Walt Disney Home Video released this movie on VHS October 19, 1994."	White Fang 2: Myth of the White Wolf is a bad film	neutral
Marry Him If You Dare (; lit. Mirae's Choice or Future's Choice) is a 2013 South Korean television series starring Yoon Eun-hye, Lee Dong-gun, Jung Yong-hwa, Han Chae-ah, and Choi Myung-gil. It aired on KBS2 from October 14 to December 3, 2013 on Mondays and Tuesdays at 22:00 for 16 episodes.	Marry Him If You Dare was released before 2012	contradiction
"""Ellens dritter Gesang "" (""Ellens Gesang III "", D. 839, Op. 52, No. 6, 1825), in English: ""Ellen's Third Song"", was composed by Franz Schubert in 1825 as part of his Opus 52, a setting of seven songs from Walter Scott's popular epic poem ""The Lady of the Lake"", loosely translated into German."	The Lady of the Lake is not a good poem	neutral
"""The Bear and the Maiden Fair"" is the seventh episode of the third season of HBO's fantasy television series ""Game of Thrones"", and the 27th episode of the series overall. The episode was written by George R. R. Martin, the author of the ""A Song of Ice and Fire"" novels on which the series is based, and was directed by Michelle MacLaren, her directorial debut for the series."	Michelle MacLaren directed the long episode of The Bear and the Maiden Fair	neutral
"Peter Franco (November 27, 1973) is an audio engineer and music producer. Franco was first recognized for his work in 2007 on Daft Punk's ""Alive 2007"" album. He recorded, and assisted in mixing ""Random Access Memories"" by Daft Punk in 2013, winning the 2014 Grammy Award for Best Engineered Album, Non-Classical. He has been one of four engineers for Daft Punk studio recordings since 2008."	Peter Franco (November 27, 1933) is an audio engineer and music producer.	contradiction
