Sentiment	Text
Neutral	@JomarCaranzaOco thats why I only posted 1 photo from the anti trump protest haha
Negative	@Stallone Democrats will always b on the defensive. Warren said she would protest changes Trump seeks 2 make 2 the agency she helped create.
Negative	@ABC @ABCPolitics @ABCWorldNews @ABCNetwork have you seen these fake stories attributed to you? 
Negative	@Gregory__Adams @JumpVote no one is being paid to protest Trump but anyone with a thinking mind just does.
Negative	This may be the reason folks protest and complain but your don't listen trump I guess they are resorting to this I… 
Negative	#Trump Owns Stock In Pipeline Project At Center Of #StandingRock Protest 
Positive	Glad @DeliaTS & I were in the right place & time today to witness this beautiful protest: 
Negative	This is no time for unity -- Trump must be confronted with relentless protest 
Positive	Keep pushing! #FightFor15 #IncomeEquality #IBelieveInGini 
Neutral	Watching #MichaelMoore in #Trumpland. #resist #protest #trump
Negative	4 Stages of Acceptance:1. Election Denial2. Protest3. Recount4. All aboard Trump Train #UsefulNewVerbs 
Negative	"@bakedalaska We should be pushing back against Libs and Soros via protest instead of creating ""Trump Cups"""
Negative	Post-election Trump protest, NYC. 11/13/2016. #ICPwethepeople #flakphotoresistance #lensculturestreets @ICPhotog… 
Negative	Protest against Trump breaks out on Black Friday in US 
Neutral	anti trump protest 
Negative	-- @mike_Pence.. Stop pushing #NeverRomney as @realDonaldTrump SOS you are hurting Trump's transition with incompetency. Pick another SOS
Negative	Fox & Friends 11\25\16: An Inquiry Already ? Dems Push Gao To Investigate Trump Transition: 
Neutral	#notjustwarriTrump Reinstates New York Times Meeting While Pulling Back on Pursuing Case Against Clinton - New York… 
Negative	THE PRICIEST PRESIDUNCE!...We taxpayers are paying $9.5 million for DJT's transition.Warren's and Cummings' letter: 
Negative	What pranks will be left for Trump's team? White House Vandalized In Transition, G.A.O. Finds 
Positive	@CherylReynolds He Sounds Like A Great Secretary Of State, I Hope That Trump Gets More Transition Personnel Just Like Kris
Neutral	.@realDonaldTrump directly addressing American people. Info on @transition2017 website and news. [VIDEO] 
Negative	-- @GovMikeHuckabee your statement for Mitt to apologize is not a qualifier for him as SOS Trump's transition is ASKING its an Insult.
Negative	@LizCawleyFeeney @politico @ArunChaud @POLITICOMag how have the obamas been anything but gracious to trump during the transition?
Neutral	Must-Read: Myron Ebell, Trump's EPA transition head, co-authored API plan to lie re: clim science; see bottom p4
Negative	Sen. Warren wants investigation of Trump's transition team 
Neutral	"Net neutrality is a form of ""crony capitalism"" according to potential FCC appointees: "
Positive	@pbump Joe Liberman applauds KT McFarland in transition press release, says she and Flynn are great 
Negative	No. What sets you apart is that you're such hypocrites. Now allow a peaceful transition of power to #Trump. Typical… 
Neutral	Several media outlets say the same. A member of his transition team tells critics to get a life. 
Neutral	#WVIAPublicMedia Former Transition Team Member Describes Trump's National Security Plan. Read Blog: 
Positive	Superb account of how Obama is responding to the election and the transition ahead
Negative	This is what may be happening in the USA if Trump continues down the road his transition seems to be taking 
Neutral	Here’s Some More Trump Transition News: Trump picks his deputy national-security adviser and White House counsel. 
Negative	@Maddow @MSNBC @CNN @CivilRights @NYT Damn the smooth transition @POTUS. Nothing smooth about racism. Trump has giv… 
Neutral	Pocahontas is looking out 4 America, she just wants 2 B sure Trump's transition is moving at an acceptable click &… 
Negative	@AdversAerialOne @reply Barack Obama said he wanted smooth transition,too bad.we as a ppl know Trump lost & had outside help
Positive	@thelateempire Castro supported Obama. Transition to greater freedoms will be easier under Trump.
Neutral	Trump transition team highlights diversity of nominees: 
Negative	exactly. it's a disrespectful insult to Trump and his transition team 
Negative	Why is there still a vaccine/autism controversy? Because families are blocked from getting into a REAL court to prove vaccines cause autism
Neutral	Just asking (sincerely) #Philippines #Dengue 
Neutral	#AUTISM & #SIDS are listed as adverse events reported for DTaP vaccine.Check the insert:
Negative	Lol @ people who think that vaccines just suddenly cause autism
Neutral	vaccines cows power point PPT Slides - 
Negative	@hankgreen I mean, we have vaccines and genocide. Surgery and torture. Philosophy and despotism. We are a mixed bag.
Neutral	Europe Canine Vaccines Market Report 2016 by ReportBazzar 
Negative	1 News • 'Hospitals run out of vaccines for killer diseases' via @233liveOnline. Full story at 
Negative	@yadavtejashwi @NitishKumar @HealthCareGov @GovtofBihar @MoHFW_INDIA @htTweets Jamui hospital says some vaccines are not avlbl since 1 yr
Negative	vaccines kill!!fuck all of you dupes and whores ofinept corrupt psychopathic vaccine industry 
Negative	Vaccines contains mercury.. I will not fuck up my potential childrens life with an excessive amount of chemicals
Neutral	What You Should Know About Flu Vaccines For Children by Juanita Swindell 
Negative	Although some vaccines protect our children, they still have potential to b very toxic.
Neutral	@Nuchole also look up the polio epidemic . Makes you realize how essential vaccines are.
Negative	@katherinehunt15 @scienceporn  It's sarcastic. You can't force people to take vaccines, you only can offer it and talk about benefits.
Neutral	.@DrBobSears explains some reasons behind his alternative vaccination schedule 
Positive	@Charbrevolution @TheGlobalUG @RealBiZI1 @VaccineXchange @VaxCalc ummm vaccines have avoided over 700000 deaths since the nineties...
Neutral	What Does a Psoriasis Rash Look Like? 
Negative	@SenGillibrand @chuckschumer Experimental Vaccines Unleashed on Public? Lame Duck Congress Fast Tracking Bill 
Negative	How is it that in 2016 & with the internet existing people still think vaccines are unsafe
Positive	It is very important to know that vaccines do not cause autism
Neutral	@nocompulsoryvac @LotusOak not so sure.  
Negative	Discover The Many Dangers Of Vaccines and Vaccination 
Negative	@amosyee True. But there's a question that still needs to be answered: What if autism causes vaccines?
Neutral	SURPRISE TOYS #Christmas #ThomasTrainDisney Tsum Tsum Hot Wheels Toy Cars  Advent... 
Positive	V happy to go back to vegetarianism, vegan life was not the one:victory_hand_medium-light_skin_tone::pig_face::cow_face::chicken::baby_chick::front-facing_baby_chick:
Positive	The Kind Diet, a very interesting read so far! A look into vegetarianism and veganism :cow::pig_face::ewe: 
Neutral	Well, vegetarianism lasted a whole two days…
Negative	Process to con for the vegetarianism aside from soft-pedal boast an scratch feed damp: JnWLMKaKa 
Neutral	As well consult a butcher on the value of vegetarianism as a doctor on the worth of vaccination. - George Bernard Shaw #quote
Positive	@SBakerMD Everyone knows that vegetarianism is synonymous with wellness! :face_with_rolling_eyes:
Neutral	@LGALOSTPA I don't have time to prepare vegan foods for myself everyday. After my liquid diet, I am returning to vegetarianism.
Positive	i made cauliflower steaks and they were great why is vegetarianism so good
Negative	Vegetarianism is murder. #FakeVeganFacts
Positive	I think I'm past the 'bacon on my bacon' stage, and can cross that out of my list. Returning to vegetarianism has taken the long way around:grinning_face_with_sweat:
Positive	When you want to try vegetarianism but you can't find good recipes and then you stumble upon an awesome-looking vegan site! :smiling_face_with_heart-eyes:
Positive	look at that, one year of vegetarianism and i havent dropped deed from a lack of protein!!
Negative	Fuck my vegetarianism cause McChickens are literally crack
Neutral	This why I will return to vegetarianism. I can't be part of this 
Negative	I'm making a PowerPoint on how vegetarianism isn't as unhealthy as people think
Neutral	That's why I push people who are vegans and vegetarians to take supplements! I'm pro & anti vegetarianism lol
Positive	Tomorrow I'm on the pathway to vegetarianism:ear_of_corn::tomato::tangerine:
Positive	Day 2 of vegetarianism :green_apple::pear::strawberry::grapes::banana: going good :smiling_face_with_smiling_eyes::thumbs_up_light_skin_tone::victory_hand_light_skin_tone:
Neutral	Lacto-vegetarianism is but a half-way house between flesh-eating and a truly humane,... - Donald Watson #vegan 
Positive	I liked a @YouTube video from @boobeee 
Negative	An image of a dead animals body part is not the best #marketing approach :/ Especially with #veganism and vegetaria… 
Neutral	Trying to slowly transition myself into vegetarianism.
Neutral	#PhilodemicSocietyOfGeorgetownUniversity Golden Rice, Roads, and Vegetarianism: A Science D... Read Blog: 
Positive	@KyleBowman725 @MLB I want verlander and miggy
Negative	@TJFenway Verlander is over the hill with ridiculous contract. Trade for Sale
Neutral	It's all just talk and rumor for now, but #Tigers fans, are you possibly ready to move on from Miguel Cabrera and Justin Verlander? #MLB
Positive	I kinda like the thought of Verlander in St. Louis. Wouldn't command as much as Sale, Cy Young candidate, filthy stuff, lots of Kate Upton.
Neutral	Jimmy Howard: the red wings version of Justin verlander
Positive	Fan opinion: right now I would absolutely take Justin Verlander as a Red Sox. Hands down. #RedSox
Neutral	"Those criticizing her for the ""I thought I was the only one allowed to **** Verlander"" need to find a hobby, and maybe a job."
Neutral	Fine, FINE edge! Can't blame Verlander for challenging #ausvrsa
Negative	Retweeted Ben Verlander (@Verly32):Are you kidding me? Most first place votes and doesn't win?... 
Neutral	On my way to Bloemfontein for opening of Verlander-exhibition. @DutchCulture 
Positive	Actually, I'm a very good golfer.... #JustinVerlander #quotation 
Neutral	Wait nvm David Ross is on it for some reason and I'm not sure if that's Verlander or someone else
Positive	Porcello nips Verlander, Scherzer romps in Cy Young win 
Neutral	Was that Justin Verlander on the drums?
Neutral	Okay but the one drummer looked a lot like Justin Verlander. #OnePride #Lionshalftime
Positive	Lol Justin verlander on the drums for lions halftime show
Neutral	Did y'all see verlander score that goal?
Positive	#Vêrlander: an impressive visual story-telling of the 'vergete mense': exhibit & books by Bart de Graaff &… 
Neutral	Kate Upton swaps up her style but still shows off her toned pins as she goes #KateUpton 
Negative	Cold bitches throw curve balls better than MLB pitchers. Justin Verlander ain't got shit on a boujee light-skinned bitch fam
Positive	@JustinVerlander happy thanksgiving to the verlander family.
Neutral	NHL: TarasenkoMLB: VerlanderNFL: Dez NBA: Not a sportSoccer: Not an American sport 
Neutral	@ItsInfernoo oh yeah your elite rotation of Verlander David price and Scherzer was supposed to lead you guys to the promise land
Positive	I really like the iPad. I think that's pretty cool.... #JustinVerlander #aphorisms 
Neutral	#DetroitTigers #Card Justin Verlander Autographed Baseball Card - Detroit Tigers 
Negative	Actually bWAR does an adjustment for defense I think. Not a very good one. That was the essence of the Verlander/Porcello debate.
Neutral	@AriMelber @RichLowry Dems need to work on :fixing #gerrymanderingautomatic voter registrationmaking voting accessible
Negative	@BrianSchoeneman Trump Precincts did which is Nearly Impossible, or All they would have to do is kick Names of the Voter Registration Lists
Neutral	@BrianSchoeneman Our Voter Registration Data in 50%of the Country, THATs wat has been Reported by CNN, MSNBC, Fox, ABC&So on, Plus we have
Positive	This is  what democracy should look like.LIKE AND SHARE 
Negative	@Diane31159980 @Greg_Palast @DrJillStein @truthout I forgot one from man who likes to pretend he's a preacher. 
